S1_total_0,S1_delta_0,S1_min_0,S1_max_0,S1_mean_0,S2_total_0,S2_delta_0,S2_min_0,S2_max_0,S2_mean_0,S1_total_1,S1_delta_1,S1_min_1,S1_max_1,S1_mean_1,S2_total_1,S2_delta_1,S2_min_1,S2_max_1,S2_mean_1,S1_total_2,S1_delta_2,S1_min_2,S1_max_2,S1_mean_2,S2_total_2,S2_delta_2,S2_min_2,S2_max_2,S2_mean_2,S1_total_3,S1_delta_3,S1_min_3,S1_max_3,S1_mean_3,S2_total_3,S2_delta_3,S2_min_3,S2_max_3,S2_mean_3,Danger Rating
285.0,-1.0,-1.6,4.7,2.247826086956522,877.0,11.0,-0.4,0.3,-0.1391304347826087,286.0,6.0,-13.2,-2.5,-10.447826086956521,866.0,26.0,-1.7,1.1,-0.15217391304347827,280.0,4.0,-13.0,-3.9,-8.039130434782608,840.0,7.0,-3.9,3.4,-1.9782608695652173,276.0,1.0,-9.8,0.2,-5.291304347826087,833.0,11.0,-8.2,1.0,-4.060869565217391,3
300.0,15.0,-0.5,1.4,0.45217391304347826,889.0,12.0,-1.6,-0.1,-0.808695652173913,285.0,-1.0,-1.6,4.7,2.247826086956522,877.0,11.0,-0.4,0.3,-0.1391304347826087,286.0,6.0,-13.2,-2.5,-10.447826086956521,866.0,26.0,-1.7,1.1,-0.15217391304347827,280.0,4.0,-13.0,-3.9,-8.039130434782608,840.0,7.0,-3.9,3.4,-1.9782608695652173,4
313.0,13.0,-1.4,1.0,0.14782608695652175,947.0,58.0,-2.7,3.1,-0.2956521739130435,300.0,15.0,-0.5,1.4,0.45217391304347826,889.0,12.0,-1.6,-0.1,-0.808695652173913,285.0,-1.0,-1.6,4.7,2.247826086956522,877.0,11.0,-0.4,0.3,-0.1391304347826087,286.0,6.0,-13.2,-2.5,-10.447826086956521,866.0,26.0,-1.7,1.1,-0.15217391304347827,4
312.0,-1.0,-8.8,5.1,-2.026086956521739,947.0,0.0,-3.4,5.5,-0.19565217391304346,313.0,13.0,-1.4,1.0,0.14782608695652175,947.0,58.0,-2.7,3.1,-0.2956521739130435,300.0,15.0,-0.5,1.4,0.45217391304347826,889.0,12.0,-1.6,-0.1,-0.808695652173913,285.0,-1.0,-1.6,4.7,2.247826086956522,877.0,11.0,-0.4,0.3,-0.1391304347826087,3
308.0,-4.0,-8.2,5.2,-2.6913043478260867,945.0,-2.0,-6.1,4.1,-1.7652173913043478,312.0,-1.0,-8.8,5.1,-2.026086956521739,947.0,0.0,-3.4,5.5,-0.19565217391304346,313.0,13.0,-1.4,1.0,0.14782608695652175,947.0,58.0,-2.7,3.1,-0.2956521739130435,300.0,15.0,-0.5,1.4,0.45217391304347826,889.0,12.0,-1.6,-0.1,-0.808695652173913,3
319.0,11.0,-2.7,3.4,0.6173913043478261,943.0,-2.0,-5.0,7.7,-0.5782608695652174,308.0,-4.0,-8.2,5.2,-2.6913043478260867,945.0,-2.0,-6.1,4.1,-1.7652173913043478,312.0,-1.0,-8.8,5.1,-2.026086956521739,947.0,0.0,-3.4,5.5,-0.19565217391304346,313.0,13.0,-1.4,1.0,0.14782608695652175,947.0,58.0,-2.7,3.1,-0.2956521739130435,3
316.0,-3.0,-10.2,6.2,-3.2130434782608694,942.0,-1.0,-6.2,4.9,-1.326086956521739,319.0,11.0,-2.7,3.4,0.6173913043478261,943.0,-2.0,-5.0,7.7,-0.5782608695652174,308.0,-4.0,-8.2,5.2,-2.6913043478260867,945.0,-2.0,-6.1,4.1,-1.7652173913043478,312.0,-1.0,-8.8,5.1,-2.026086956521739,947.0,0.0,-3.4,5.5,-0.19565217391304346,2
330.0,14.0,-1.7,2.2,-0.09130434782608694,962.0,20.0,-2.5,1.7,-0.8826086956521739,316.0,-3.0,-10.2,6.2,-3.2130434782608694,942.0,-1.0,-6.2,4.9,-1.326086956521739,319.0,11.0,-2.7,3.4,0.6173913043478261,943.0,-2.0,-5.0,7.7,-0.5782608695652174,308.0,-4.0,-8.2,5.2,-2.6913043478260867,945.0,-2.0,-6.1,4.1,-1.7652173913043478,3
332.0,2.0,-2.6,0.5,-1.1347826086956523,972.0,10.0,-2.7,0.3,-1.7217391304347827,330.0,14.0,-1.7,2.2,-0.09130434782608694,962.0,20.0,-2.5,1.7,-0.8826086956521739,316.0,-3.0,-10.2,6.2,-3.2130434782608694,942.0,-1.0,-6.2,4.9,-1.326086956521739,319.0,11.0,-2.7,3.4,0.6173913043478261,943.0,-2.0,-5.0,7.7,-0.5782608695652174,4
362.0,30.0,-1.8,0.8,-0.5826086956521739,1020.0,48.0,-2.0,-0.4,-0.9608695652173913,332.0,2.0,-2.6,0.5,-1.1347826086956523,972.0,10.0,-2.7,0.3,-1.7217391304347827,330.0,14.0,-1.7,2.2,-0.09130434782608694,962.0,20.0,-2.5,1.7,-0.8826086956521739,316.0,-3.0,-10.2,6.2,-3.2130434782608694,942.0,-1.0,-6.2,4.9,-1.326086956521739,4
359.0,-3.0,-12.3,2.5,-4.673913043478261,1033.0,13.0,-8.2,4.0,-3.117391304347826,362.0,30.0,-1.8,0.8,-0.5826086956521739,1020.0,48.0,-2.0,-0.4,-0.9608695652173913,332.0,2.0,-2.6,0.5,-1.1347826086956523,972.0,10.0,-2.7,0.3,-1.7217391304347827,330.0,14.0,-1.7,2.2,-0.09130434782608694,962.0,20.0,-2.5,1.7,-0.8826086956521739,4
363.0,4.0,-5.7,3.6,-2.5043478260869567,1033.0,0.0,-6.1,0.4,-3.769565217391304,359.0,-3.0,-12.3,2.5,-4.673913043478261,1033.0,13.0,-8.2,4.0,-3.117391304347826,362.0,30.0,-1.8,0.8,-0.5826086956521739,1020.0,48.0,-2.0,-0.4,-0.9608695652173913,332.0,2.0,-2.6,0.5,-1.1347826086956523,972.0,10.0,-2.7,0.3,-1.7217391304347827,3
374.0,11.0,-2.3,0.7,-1.1869565217391305,1053.0,20.0,-3.4,1.3,-2.273913043478261,363.0,4.0,-5.7,3.6,-2.5043478260869567,1033.0,0.0,-6.1,0.4,-3.769565217391304,359.0,-3.0,-12.3,2.5,-4.673913043478261,1033.0,13.0,-8.2,4.0,-3.117391304347826,362.0,30.0,-1.8,0.8,-0.5826086956521739,1020.0,48.0,-2.0,-0.4,-0.9608695652173913,3
367.0,-7.0,-11.0,2.5,-5.769565217391304,1060.0,7.0,-7.5,1.1,-4.178260869565217,374.0,11.0,-2.3,0.7,-1.1869565217391305,1053.0,20.0,-3.4,1.3,-2.273913043478261,363.0,4.0,-5.7,3.6,-2.5043478260869567,1033.0,0.0,-6.1,0.4,-3.769565217391304,359.0,-3.0,-12.3,2.5,-4.673913043478261,1033.0,13.0,-8.2,4.0,-3.117391304347826,3
364.0,-3.0,-16.3,3.2,-8.452173913043477,1057.0,-3.0,-10.4,4.9,-4.869565217391305,367.0,-7.0,-11.0,2.5,-5.769565217391304,1060.0,7.0,-7.5,1.1,-4.178260869565217,374.0,11.0,-2.3,0.7,-1.1869565217391305,1053.0,20.0,-3.4,1.3,-2.273913043478261,363.0,4.0,-5.7,3.6,-2.5043478260869567,1033.0,0.0,-6.1,0.4,-3.769565217391304,2
374.0,10.0,-7.9,2.9,-3.782608695652174,1058.0,1.0,-8.9,-1.0,-5.530434782608696,364.0,-3.0,-16.3,3.2,-8.452173913043477,1057.0,-3.0,-10.4,4.9,-4.869565217391305,367.0,-7.0,-11.0,2.5,-5.769565217391304,1060.0,7.0,-7.5,1.1,-4.178260869565217,374.0,11.0,-2.3,0.7,-1.1869565217391305,1053.0,20.0,-3.4,1.3,-2.273913043478261,2
369.0,-5.0,-13.0,6.2,-4.9,1062.0,4.0,-9.1,6.5,-3.3304347826086955,374.0,10.0,-7.9,2.9,-3.782608695652174,1058.0,1.0,-8.9,-1.0,-5.530434782608696,364.0,-3.0,-16.3,3.2,-8.452173913043477,1057.0,-3.0,-10.4,4.9,-4.869565217391305,367.0,-7.0,-11.0,2.5,-5.769565217391304,1060.0,7.0,-7.5,1.1,-4.178260869565217,2
376.0,7.0,-5.8,3.6,-2.6956521739130435,1064.0,2.0,-4.2,6.2,-0.8478260869565217,369.0,-5.0,-13.0,6.2,-4.9,1062.0,4.0,-9.1,6.5,-3.3304347826086955,374.0,10.0,-7.9,2.9,-3.782608695652174,1058.0,1.0,-8.9,-1.0,-5.530434782608696,364.0,-3.0,-16.3,3.2,-8.452173913043477,1057.0,-3.0,-10.4,4.9,-4.869565217391305,2
390.0,14.0,-4.2,2.1,-0.391304347826087,1068.0,4.0,-0.7,2.7,0.5043478260869565,376.0,7.0,-5.8,3.6,-2.6956521739130435,1064.0,2.0,-4.2,6.2,-0.8478260869565217,369.0,-5.0,-13.0,6.2,-4.9,1062.0,4.0,-9.1,6.5,-3.3304347826086955,374.0,10.0,-7.9,2.9,-3.782608695652174,1058.0,1.0,-8.9,-1.0,-5.530434782608696,3
392.0,2.0,-7.1,0.6,-3.9043478260869566,1099.0,31.0,-2.8,7.1,-0.3826086956521739,390.0,14.0,-4.2,2.1,-0.391304347826087,1068.0,4.0,-0.7,2.7,0.5043478260869565,376.0,7.0,-5.8,3.6,-2.6956521739130435,1064.0,2.0,-4.2,6.2,-0.8478260869565217,369.0,-5.0,-13.0,6.2,-4.9,1062.0,4.0,-9.1,6.5,-3.3304347826086955,3
390.0,-2.0,-8.3,2.8,-4.7956521739130435,1100.0,1.0,-5.9,4.9,-1.365217391304348,392.0,2.0,-7.1,0.6,-3.9043478260869566,1099.0,31.0,-2.8,7.1,-0.3826086956521739,390.0,14.0,-4.2,2.1,-0.391304347826087,1068.0,4.0,-0.7,2.7,0.5043478260869565,376.0,7.0,-5.8,3.6,-2.6956521739130435,1064.0,2.0,-4.2,6.2,-0.8478260869565217,3
392.0,2.0,-6.1,3.7,-3.0217391304347827,1102.0,2.0,-1.5,1.0,-0.7391304347826086,390.0,-2.0,-8.3,2.8,-4.7956521739130435,1100.0,1.0,-5.9,4.9,-1.365217391304348,392.0,2.0,-7.1,0.6,-3.9043478260869566,1099.0,31.0,-2.8,7.1,-0.3826086956521739,390.0,14.0,-4.2,2.1,-0.391304347826087,1068.0,4.0,-0.7,2.7,0.5043478260869565,3
400.0,8.0,-5.2,3.7,-0.8521739130434782,1136.0,34.0,-1.7,1.1,-0.7869565217391304,392.0,2.0,-6.1,3.7,-3.0217391304347827,1102.0,2.0,-1.5,1.0,-0.7391304347826086,390.0,-2.0,-8.3,2.8,-4.7956521739130435,1100.0,1.0,-5.9,4.9,-1.365217391304348,392.0,2.0,-7.1,0.6,-3.9043478260869566,1099.0,31.0,-2.8,7.1,-0.3826086956521739,4
403.0,3.0,-4.3,6.1,-0.5565217391304348,1162.0,26.0,-2.7,1.9,-1.2391304347826086,400.0,8.0,-5.2,3.7,-0.8521739130434782,1136.0,34.0,-1.7,1.1,-0.7869565217391304,392.0,2.0,-6.1,3.7,-3.0217391304347827,1102.0,2.0,-1.5,1.0,-0.7391304347826086,390.0,-2.0,-8.3,2.8,-4.7956521739130435,1100.0,1.0,-5.9,4.9,-1.365217391304348,3
400.0,-3.0,-7.4,5.9,-1.873913043478261,1166.0,4.0,-5.8,6.3,-0.7347826086956522,403.0,3.0,-4.3,6.1,-0.5565217391304348,1162.0,26.0,-2.7,1.9,-1.2391304347826086,400.0,8.0,-5.2,3.7,-0.8521739130434782,1136.0,34.0,-1.7,1.1,-0.7869565217391304,392.0,2.0,-6.1,3.7,-3.0217391304347827,1102.0,2.0,-1.5,1.0,-0.7391304347826086,3
403.0,3.0,-10.5,7.1,-2.339130434782609,1164.0,-2.0,-6.6,9.1,-0.11304347826086955,400.0,-3.0,-7.4,5.9,-1.873913043478261,1166.0,4.0,-5.8,6.3,-0.7347826086956522,403.0,3.0,-4.3,6.1,-0.5565217391304348,1162.0,26.0,-2.7,1.9,-1.2391304347826086,400.0,8.0,-5.2,3.7,-0.8521739130434782,1136.0,34.0,-1.7,1.1,-0.7869565217391304,3
402.0,-1.0,-6.0,5.9,-1.2695652173913043,1164.0,0.0,-4.8,6.6,-0.13043478260869568,403.0,3.0,-10.5,7.1,-2.339130434782609,1164.0,-2.0,-6.6,9.1,-0.11304347826086955,400.0,-3.0,-7.4,5.9,-1.873913043478261,1166.0,4.0,-5.8,6.3,-0.7347826086956522,403.0,3.0,-4.3,6.1,-0.5565217391304348,1162.0,26.0,-2.7,1.9,-1.2391304347826086,3
409.0,7.0,-2.0,3.3,0.18695652173913044,1165.0,1.0,-2.5,1.0,-1.134782608695652,402.0,-1.0,-6.0,5.9,-1.2695652173913043,1164.0,0.0,-4.8,6.6,-0.13043478260869568,403.0,3.0,-10.5,7.1,-2.339130434782609,1164.0,-2.0,-6.6,9.1,-0.11304347826086955,400.0,-3.0,-7.4,5.9,-1.873913043478261,1166.0,4.0,-5.8,6.3,-0.7347826086956522,3
413.0,4.0,-0.9,7.1,1.108695652173913,1185.0,20.0,-2.4,2.3,-0.8913043478260869,409.0,7.0,-2.0,3.3,0.18695652173913044,1165.0,1.0,-2.5,1.0,-1.134782608695652,402.0,-1.0,-6.0,5.9,-1.2695652173913043,1164.0,0.0,-4.8,6.6,-0.13043478260869568,403.0,3.0,-10.5,7.1,-2.339130434782609,1164.0,-2.0,-6.6,9.1,-0.11304347826086955,3
413.0,0.0,-1.4,3.1,0.14782608695652175,1192.0,7.0,-2.2,0.8,-0.8652173913043478,413.0,4.0,-0.9,7.1,1.108695652173913,1185.0,20.0,-2.4,2.3,-0.8913043478260869,409.0,7.0,-2.0,3.3,0.18695652173913044,1165.0,1.0,-2.5,1.0,-1.134782608695652,402.0,-1.0,-6.0,5.9,-1.2695652173913043,1164.0,0.0,-4.8,6.6,-0.13043478260869568,3
408.0,-5.0,-1.9,4.0,0.9260869565217391,1206.0,14.0,-3.7,4.3,-0.4043478260869565,413.0,0.0,-1.4,3.1,0.14782608695652175,1192.0,7.0,-2.2,0.8,-0.8652173913043478,413.0,4.0,-0.9,7.1,1.108695652173913,1185.0,20.0,-2.4,2.3,-0.8913043478260869,409.0,7.0,-2.0,3.3,0.18695652173913044,1165.0,1.0,-2.5,1.0,-1.134782608695652,3
413.0,5.0,0.3,9.3,4.734782608695652,1221.0,15.0,-1.0,3.9,0.6869565217391305,408.0,-5.0,-1.9,4.0,0.9260869565217391,1206.0,14.0,-3.7,4.3,-0.4043478260869565,413.0,0.0,-1.4,3.1,0.14782608695652175,1192.0,7.0,-2.2,0.8,-0.8652173913043478,413.0,4.0,-0.9,7.1,1.108695652173913,1185.0,20.0,-2.4,2.3,-0.8913043478260869,3
399.0,-14.0,0.4,6.3,3.534782608695652,1219.0,-2.0,1.9,6.1,3.630434782608696,413.0,5.0,0.3,9.3,4.734782608695652,1221.0,15.0,-1.0,3.9,0.6869565217391305,408.0,-5.0,-1.9,4.0,0.9260869565217391,1206.0,14.0,-3.7,4.3,-0.4043478260869565,413.0,0.0,-1.4,3.1,0.14782608695652175,1192.0,7.0,-2.2,0.8,-0.8652173913043478,3
401.0,2.0,-3.4,4.0,-0.9826086956521739,1211.0,-8.0,-4.9,6.5,-0.3,399.0,-14.0,0.4,6.3,3.534782608695652,1219.0,-2.0,1.9,6.1,3.630434782608696,413.0,5.0,0.3,9.3,4.734782608695652,1221.0,15.0,-1.0,3.9,0.6869565217391305,408.0,-5.0,-1.9,4.0,0.9260869565217391,1206.0,14.0,-3.7,4.3,-0.4043478260869565,3
406.0,5.0,-1.3,5.3,1.1695652173913043,1208.0,-3.0,-3.0,5.4,0.039130434782608726,401.0,2.0,-3.4,4.0,-0.9826086956521739,1211.0,-8.0,-4.9,6.5,-0.3,399.0,-14.0,0.4,6.3,3.534782608695652,1219.0,-2.0,1.9,6.1,3.630434782608696,413.0,5.0,0.3,9.3,4.734782608695652,1221.0,15.0,-1.0,3.9,0.6869565217391305,2
409.0,3.0,1.4,6.9,3.365217391304348,1209.0,1.0,-1.1,6.2,1.0782608695652174,406.0,5.0,-1.3,5.3,1.1695652173913043,1208.0,-3.0,-3.0,5.4,0.039130434782608726,401.0,2.0,-3.4,4.0,-0.9826086956521739,1211.0,-8.0,-4.9,6.5,-0.3,399.0,-14.0,0.4,6.3,3.534782608695652,1219.0,-2.0,1.9,6.1,3.630434782608696,2
401.0,-8.0,-1.8,9.0,1.6956521739130435,1204.0,-5.0,-2.4,9.0,2.5043478260869567,409.0,3.0,1.4,6.9,3.365217391304348,1209.0,1.0,-1.1,6.2,1.0782608695652174,406.0,5.0,-1.3,5.3,1.1695652173913043,1208.0,-3.0,-3.0,5.4,0.039130434782608726,401.0,2.0,-3.4,4.0,-0.9826086956521739,1211.0,-8.0,-4.9,6.5,-0.3,2
412.0,11.0,-6.5,12.4,0.508695652173913,1201.0,-3.0,-2.7,12.9,3.6956521739130435,401.0,-8.0,-1.8,9.0,1.6956521739130435,1204.0,-5.0,-2.4,9.0,2.5043478260869567,409.0,3.0,1.4,6.9,3.365217391304348,1209.0,1.0,-1.1,6.2,1.0782608695652174,406.0,5.0,-1.3,5.3,1.1695652173913043,1208.0,-3.0,-3.0,5.4,0.039130434782608726,2
411.0,-1.0,-2.9,10.0,2.7956521739130435,1199.0,-2.0,-1.8,10.6,3.543478260869565,412.0,11.0,-6.5,12.4,0.508695652173913,1201.0,-3.0,-2.7,12.9,3.6956521739130435,401.0,-8.0,-1.8,9.0,1.6956521739130435,1204.0,-5.0,-2.4,9.0,2.5043478260869567,409.0,3.0,1.4,6.9,3.365217391304348,1209.0,1.0,-1.1,6.2,1.0782608695652174,2
412.0,1.0,-0.2,6.9,2.208695652173913,1200.0,1.0,-1.5,6.3,1.5739130434782609,411.0,-1.0,-2.9,10.0,2.7956521739130435,1199.0,-2.0,-1.8,10.6,3.543478260869565,412.0,11.0,-6.5,12.4,0.508695652173913,1201.0,-3.0,-2.7,12.9,3.6956521739130435,401.0,-8.0,-1.8,9.0,1.6956521739130435,1204.0,-5.0,-2.4,9.0,2.5043478260869567,1
410.0,-2.0,-2.4,6.6,0.9217391304347826,1209.0,9.0,-1.8,1.6,-0.2565217391304348,412.0,1.0,-0.2,6.9,2.208695652173913,1200.0,1.0,-1.5,6.3,1.5739130434782609,411.0,-1.0,-2.9,10.0,2.7956521739130435,1199.0,-2.0,-1.8,10.6,3.543478260869565,412.0,11.0,-6.5,12.4,0.508695652173913,1201.0,-3.0,-2.7,12.9,3.6956521739130435,1
412.0,2.0,0.9,6.5,2.9956521739130433,1228.0,19.0,-0.8,2.4,0.5260869565217392,410.0,-2.0,-2.4,6.6,0.9217391304347826,1209.0,9.0,-1.8,1.6,-0.2565217391304348,412.0,1.0,-0.2,6.9,2.208695652173913,1200.0,1.0,-1.5,6.3,1.5739130434782609,411.0,-1.0,-2.9,10.0,2.7956521739130435,1199.0,-2.0,-1.8,10.6,3.543478260869565,3
409.0,-3.0,-4.9,6.9,0.1826086956521739,1237.0,9.0,-2.7,3.8,-0.17826086956521742,412.0,2.0,0.9,6.5,2.9956521739130433,1228.0,19.0,-0.8,2.4,0.5260869565217392,410.0,-2.0,-2.4,6.6,0.9217391304347826,1209.0,9.0,-1.8,1.6,-0.2565217391304348,412.0,1.0,-0.2,6.9,2.208695652173913,1200.0,1.0,-1.5,6.3,1.5739130434782609,3
421.0,12.0,-2.2,4.1,0.23913043478260868,1237.0,0.0,-2.1,1.9,-0.7391304347826086,409.0,-3.0,-4.9,6.9,0.1826086956521739,1237.0,9.0,-2.7,3.8,-0.17826086956521742,412.0,2.0,0.9,6.5,2.9956521739130433,1228.0,19.0,-0.8,2.4,0.5260869565217392,410.0,-2.0,-2.4,6.6,0.9217391304347826,1209.0,9.0,-1.8,1.6,-0.2565217391304348,3
411.0,-10.0,-1.5,4.2,1.0,1247.0,10.0,-3.1,2.3,-0.5478260869565218,421.0,12.0,-2.2,4.1,0.23913043478260868,1237.0,0.0,-2.1,1.9,-0.7391304347826086,409.0,-3.0,-4.9,6.9,0.1826086956521739,1237.0,9.0,-2.7,3.8,-0.17826086956521742,412.0,2.0,0.9,6.5,2.9956521739130433,1228.0,19.0,-0.8,2.4,0.5260869565217392,3
418.0,7.0,-0.9,5.7,1.5130434782608695,1258.0,11.0,-1.4,1.5,-0.21739130434782608,411.0,-10.0,-1.5,4.2,1.0,1247.0,10.0,-3.1,2.3,-0.5478260869565218,421.0,12.0,-2.2,4.1,0.23913043478260868,1237.0,0.0,-2.1,1.9,-0.7391304347826086,409.0,-3.0,-4.9,6.9,0.1826086956521739,1237.0,9.0,-2.7,3.8,-0.17826086956521742,2
423.0,5.0,-2.0,7.0,1.2782608695652173,1271.0,13.0,-1.0,4.4,1.0739130434782609,418.0,7.0,-0.9,5.7,1.5130434782608695,1258.0,11.0,-1.4,1.5,-0.21739130434782608,411.0,-10.0,-1.5,4.2,1.0,1247.0,10.0,-3.1,2.3,-0.5478260869565218,421.0,12.0,-2.2,4.1,0.23913043478260868,1237.0,0.0,-2.1,1.9,-0.7391304347826086,2
420.0,-3.0,-6.6,5.4,-1.4913043478260868,1270.0,-1.0,-3.6,3.6,-0.5782608695652174,423.0,5.0,-2.0,7.0,1.2782608695652173,1271.0,13.0,-1.0,4.4,1.0739130434782609,418.0,7.0,-0.9,5.7,1.5130434782608695,1258.0,11.0,-1.4,1.5,-0.21739130434782608,411.0,-10.0,-1.5,4.2,1.0,1247.0,10.0,-3.1,2.3,-0.5478260869565218,2
427.0,7.0,-2.3,6.3,1.0608695652173914,1275.0,5.0,-2.1,2.2,-0.4869565217391304,420.0,-3.0,-6.6,5.4,-1.4913043478260868,1270.0,-1.0,-3.6,3.6,-0.5782608695652174,423.0,5.0,-2.0,7.0,1.2782608695652173,1271.0,13.0,-1.0,4.4,1.0739130434782609,418.0,7.0,-0.9,5.7,1.5130434782608695,1258.0,11.0,-1.4,1.5,-0.21739130434782608,3
421.0,-6.0,-3.0,7.8,1.208695652173913,1289.0,14.0,-2.4,10.0,0.42608695652173917,427.0,7.0,-2.3,6.3,1.0608695652173914,1275.0,5.0,-2.1,2.2,-0.4869565217391304,420.0,-3.0,-6.6,5.4,-1.4913043478260868,1270.0,-1.0,-3.6,3.6,-0.5782608695652174,423.0,5.0,-2.0,7.0,1.2782608695652173,1271.0,13.0,-1.0,4.4,1.0739130434782609,3
426.0,5.0,-4.7,6.1,-0.19565217391304354,1287.0,-2.0,-4.1,5.9,-0.2652173913043478,421.0,-6.0,-3.0,7.8,1.208695652173913,1289.0,14.0,-2.4,10.0,0.42608695652173917,427.0,7.0,-2.3,6.3,1.0608695652173914,1275.0,5.0,-2.1,2.2,-0.4869565217391304,420.0,-3.0,-6.6,5.4,-1.4913043478260868,1270.0,-1.0,-3.6,3.6,-0.5782608695652174,-1
425.0,-1.0,-2.0,7.0,0.4869565217391304,1295.0,8.0,-3.1,3.4,-0.8347826086956522,426.0,5.0,-4.7,6.1,-0.19565217391304354,1287.0,-2.0,-4.1,5.9,-0.2652173913043478,421.0,-6.0,-3.0,7.8,1.208695652173913,1289.0,14.0,-2.4,10.0,0.42608695652173917,427.0,7.0,-2.3,6.3,1.0608695652173914,1275.0,5.0,-2.1,2.2,-0.4869565217391304,-1
418.0,-7.0,-3.0,7.2,0.43043478260869567,1302.0,7.0,-2.6,6.2,-0.191304347826087,425.0,-1.0,-2.0,7.0,0.4869565217391304,1295.0,8.0,-3.1,3.4,-0.8347826086956522,426.0,5.0,-4.7,6.1,-0.19565217391304354,1287.0,-2.0,-4.1,5.9,-0.2652173913043478,421.0,-6.0,-3.0,7.8,1.208695652173913,1289.0,14.0,-2.4,10.0,0.42608695652173917,-1
413.0,-5.0,-0.7,8.4,2.6565217391304348,1303.0,1.0,-0.4,11.1,2.9043478260869566,418.0,-7.0,-3.0,7.2,0.43043478260869567,1302.0,7.0,-2.6,6.2,-0.191304347826087,425.0,-1.0,-2.0,7.0,0.4869565217391304,1295.0,8.0,-3.1,3.4,-0.8347826086956522,426.0,5.0,-4.7,6.1,-0.19565217391304354,1287.0,-2.0,-4.1,5.9,-0.2652173913043478,-1
399.0,-14.0,1.7,20.3,9.395652173913044,1282.0,-16.0,6.6,22.5,12.917391304347825,413.0,0.0,2.0,18.3,8.221739130434782,1298.0,-5.0,2.9,19.2,8.830434782608695,413.0,-5.0,-0.7,8.4,2.6565217391304348,1303.0,1.0,-0.4,11.1,2.9043478260869566,418.0,-7.0,-3.0,7.2,0.43043478260869567,1302.0,7.0,-2.6,6.2,-0.191304347826087,-1
371.0,-11.0,-2.9,9.9,0.5956521739130435,1241.0,-15.0,0.6,8.1,3.8130434782608695,382.0,-17.0,2.0,16.5,8.508695652173913,1256.0,-26.0,5.5,15.8,10.456521739130435,399.0,-14.0,1.7,20.3,9.395652173913044,1282.0,-16.0,6.6,22.5,12.917391304347825,413.0,0.0,2.0,18.3,8.221739130434782,1298.0,-5.0,2.9,19.2,8.830434782608695,-1
374.0,3.0,-3.5,2.0,-1.4086956521739131,1229.0,-12.0,0.1,7.1,1.9478260869565216,371.0,-11.0,-2.9,9.9,0.5956521739130435,1241.0,-15.0,0.6,8.1,3.8130434782608695,382.0,-17.0,2.0,16.5,8.508695652173913,1256.0,-26.0,5.5,15.8,10.456521739130435,399.0,-14.0,1.7,20.3,9.395652173913044,1282.0,-16.0,6.6,22.5,12.917391304347825,-1
372.0,-2.0,-6.3,8.7,0.4739130434782608,1221.0,-8.0,0.7,8.1,3.360869565217391,374.0,3.0,-3.5,2.0,-1.4086956521739131,1229.0,-12.0,0.1,7.1,1.9478260869565216,371.0,-11.0,-2.9,9.9,0.5956521739130435,1241.0,-15.0,0.6,8.1,3.8130434782608695,382.0,-17.0,2.0,16.5,8.508695652173913,1256.0,-26.0,5.5,15.8,10.456521739130435,-1
371.0,-1.0,-3.8,13.2,2.5478260869565217,1203.0,-18.0,-0.5,11.3,4.086956521739131,372.0,-2.0,-6.3,8.7,0.4739130434782608,1221.0,-8.0,0.7,8.1,3.360869565217391,374.0,3.0,-3.5,2.0,-1.4086956521739131,1229.0,-12.0,0.1,7.1,1.9478260869565216,371.0,-11.0,-2.9,9.9,0.5956521739130435,1241.0,-15.0,0.6,8.1,3.8130434782608695,-1
363.0,-8.0,-1.6,12.9,5.273913043478261,1190.0,-13.0,0.5,13.1,5.808695652173913,371.0,-1.0,-3.8,13.2,2.5478260869565217,1203.0,-18.0,-0.5,11.3,4.086956521739131,372.0,-2.0,-6.3,8.7,0.4739130434782608,1221.0,-8.0,0.7,8.1,3.360869565217391,374.0,3.0,-3.5,2.0,-1.4086956521739131,1229.0,-12.0,0.1,7.1,1.9478260869565216,-1
356.0,-7.0,0.5,11.7,5.121739130434783,1165.0,-25.0,1.5,9.6,4.495652173913044,363.0,-8.0,-1.6,12.9,5.273913043478261,1190.0,-13.0,0.5,13.1,5.808695652173913,371.0,-1.0,-3.8,13.2,2.5478260869565217,1203.0,-18.0,-0.5,11.3,4.086956521739131,372.0,-2.0,-6.3,8.7,0.4739130434782608,1221.0,-8.0,0.7,8.1,3.360869565217391,-1
338.0,-18.0,2.0,9.0,4.765217391304348,1157.0,-8.0,0.7,3.6,1.4739130434782608,356.0,-7.0,0.5,11.7,5.121739130434783,1165.0,-25.0,1.5,9.6,4.495652173913044,363.0,-8.0,-1.6,12.9,5.273913043478261,1190.0,-13.0,0.5,13.1,5.808695652173913,371.0,-1.0,-3.8,13.2,2.5478260869565217,1203.0,-18.0,-0.5,11.3,4.086956521739131,-1
320.0,-18.0,-1.3,12.4,3.7,1149.0,-8.0,0.1,10.5,2.882608695652174,338.0,-18.0,2.0,9.0,4.765217391304348,1157.0,-8.0,0.7,3.6,1.4739130434782608,356.0,-7.0,0.5,11.7,5.121739130434783,1165.0,-25.0,1.5,9.6,4.495652173913044,363.0,-8.0,-1.6,12.9,5.273913043478261,1190.0,-13.0,0.5,13.1,5.808695652173913,-1
